product_id,seller_id,category,brand,price,seller_rating,seller_reviews,product_images,description_length,shipping_time_days,spelling_errors,domain_age_days,contact_info_complete,return_policy_clear,payment_methods_count,listing_date,seller_country,shipping_origin,views,purchases,wishlist_adds,certification_badges,warranty_months,bulk_orders,unusual_payment_patterns,ip_location_mismatch,is_counterfeit
pid_04193,seller_2977,Pharmaceuticals,GlamourCo,136.6,4.6,3093,6,315.0,10.0,0,3491,True,True,3,2024-10-04,FR,KR,1227,111,53,2.0,17.0,True,False,False,True
pid_01854,seller_5421,Automotive,E1ectroMax,101.55,,5423,1,,36.0,0,5,True,False,4,2024-11-22,US,FR,3771,226,20,0.0,4.0,False,False,True,True
pid_01563,seller_4597,Fashion,FashionForward,222.77,3.7,0,4,348.0,20.0,1,683,True,True,1,2025-09-05,AU,CN,3995,234,188,2.0,18.0,True,False,False,False
pid_04445,seller_8853,Automotive,DigitalPro,46.28,3.7,0,2,218.0,27.0,1,1462,True,False,2,2024-04-21,DE,DE,903,105,28,3.0,0.0,False,True,False,True
pid_01291,seller_8314,Electronics,PureSk1n,5.0,3.0,1079,1,43.0,30.0,1,2887,True,True,1,2024-05-16,JP,FR,2440,175,104,0.0,3.0,False,True,False,True
pid_03033,seller_7303,Electronics,MediPharm,372.22,4.2,5013,4,387.0,12.0,0,2974,False,True,1,2024-05-13,DE,KR,4356,506,45,2.0,23.0,False,True,False,False
pid_03318,seller_1676,Pharmaceuticals,Bi0Med Solutions,287.0,3.2,807,5,386.0,4.0,1,497,False,True,4,2025-11-29,DE,CA,2641,223,103,2.0,10.0,True,False,False,True
pid_00792,seller_4235,Luxury Goods,LuxuryBrand,152.92,4.0,0,1,203.0,22.0,0,1560,True,True,3,2025-10-13,JP,IN,1470,49,95,1.0,11.0,True,False,False,False
pid_04506,seller_7977,Pharmaceuticals,EliteDesign,151.15,3.6,2827,5,692.0,3.0,0,2016,True,True,1,2025-10-06,KR,US,4946,187,364,0.0,6.0,False,True,True,False
pid_00447,seller_5553,Pharmaceuticals,Digita1Pro,220.73,5.0,0,1,683.0,7.0,0,1903,True,False,3,2024-07-05,KR,AU,3763,174,26,0.0,15.0,True,False,False,True
pid_01438,seller_1746,Electronics,MotorMax,263.82,3.9,3035,7,610.0,15.0,1,5,True,True,4,2025-07-22,CA,GB,2719,298,193,2.0,16.0,False,False,False,False
pid_04141,seller_2566,Electronics,CarTech,124.98,5.0,4236,4,654.0,14.0,0,945,False,True,2,2025-04-15,CA,CA,4005,453,38,3.0,28.0,False,False,False,False
pid_04471,seller_7619,Automotive,PureSkin,114.05,3.9,0,6,360.0,8.0,2,825,True,False,1,2025-11-03,AU,JP,126,14,2,,0.0,True,False,False,True
pid_04002,seller_9375,Pharmaceuticals,NaturalGlow,213.74,3.9,646,6,98.0,31.0,0,1097,False,True,1,2025-07-26,JP,FR,4251,308,72,1.0,14.0,False,False,False,False
pid_01034,seller_3940,Electronics,LuxuryBr@nd,5.0,3.1,2131,3,237.0,12.0,2,5,False,True,1,2024-10-07,DE,IN,1877,208,43,3.0,12.0,False,False,True,True
pid_02692,seller_9956,Electronics,NaturalGlow,35.36,,43,2,105.0,13.0,2,1164,True,False,1,2024-04-10,CA,JP,3493,300,175,2.0,0.0,True,True,False,True
pid_02938,seller_6788,Automotive,Med1Pharm,248.88,4.5,1645,1,710.0,27.0,2,611,True,True,4,2024-02-21,US,AU,1719,114,46,3.0,21.0,False,False,False,False
pid_00555,seller_9595,Fashion,ElectroMax,10.58,3.4,1992,4,497.0,28.0,3,778,True,False,2,2024-11-28,GB,KR,3595,115,64,3.0,5.0,False,False,True,False
pid_04263,seller_5435,Fashion,CircuitMaster,73.24,3.8,1628,3,562.0,8.0,1,1846,False,True,1,2025-02-01,CN,IN,2603,46,168,1.0,16.0,True,False,False,False
pid_01702,seller_7356,Fashion,PureSkin,198.71,4.9,3256,4,448.0,15.0,0,973,True,True,1,2025-05-18,KR,GB,3208,423,127,1.0,12.0,False,False,False,True
pid_03339,seller_6570,Cosmetics,E1ectroMax,85.16,4.1,0,8,510.0,8.0,1,3674,True,True,3,2025-06-08,CN,DE,2276,279,70,3.0,4.0,False,False,False,True
pid_03578,seller_1961,Pharmaceuticals,VehicleC@re,5.0,4.0,0,5,591.0,16.0,0,1095,False,True,1,2025-01-23,IN,JP,834,68,21,1.0,14.0,False,False,False,True
pid_04187,seller_9991,Cosmetics,MediPh@rm,208.4,,0,3,706.0,13.0,3,2165,False,True,1,2024-03-19,AU,IN,359,13,3,3.0,9.0,True,True,True,True
pid_02256,seller_1435,Luxury Goods,PremiumCraft,140.99,3.9,1302,6,89.0,21.0,0,2320,False,False,2,2025-04-06,FR,GB,358,52,24,1.0,12.0,False,False,False,False
pid_03616,seller_2606,Luxury Goods,CarT3ch,122.27,3.2,393,4,352.0,9.0,0,659,True,True,3,2025-09-27,KR,KR,3452,467,34,0.0,0.0,False,False,False,True
pid_03162,seller_2514,Fashion,StyleHouse,179.81,4.3,0,5,346.0,27.0,3,2068,False,True,1,2024-09-23,GB,DE,871,71,29,0.0,19.0,True,True,False,True
pid_03552,seller_2674,Cosmetics,BeautyLux,107.75,4.3,0,5,378.0,29.0,0,2356,True,True,5,2024-04-20,AU,JP,3201,66,137,1.0,1.0,False,True,False,False
pid_02150,seller_1797,Fashion,MediPharm,183.36,3.8,2872,6,757.0,8.0,1,301,True,True,5,2024-05-26,DE,IN,4515,602,262,2.0,3.0,False,False,False,True
pid_02343,seller_3754,Fashion,HealthCare Plus,150.33,3.6,1854,5,239.0,28.0,2,1688,False,False,4,2024-08-01,AU,DE,3291,428,56,3.0,0.0,True,False,True,False
pid_04976,seller_5601,Electronics,Be@utyLux,174.86,3.6,1850,3,350.0,18.0,0,1897,True,False,4,2024-05-31,US,JP,4013,334,216,3.0,23.0,False,False,False,True
pid_03087,seller_1088,Electronics,CircuitMaster,40.85,2.7,0,4,203.0,32.0,1,502,True,False,1,2024-01-19,US,GB,423,38,32,0.0,13.0,False,False,False,True
pid_04769,seller_9252,Fashion,ExclusiveItems,24.91,4.5,2621,5,445.0,19.0,1,3790,True,False,2,2024-04-05,GB,JP,1657,90,100,4.0,16.0,False,False,True,False
pid_01373,seller_5593,Luxury Goods,TechCorp,38.42,3.6,0,3,313.0,19.0,2,813,True,True,1,2024-06-29,FR,US,1553,156,122,1.0,23.0,True,False,False,False
pid_03603,seller_1629,Fashion,MediPharm,88.97,3.1,0,1,20.0,27.0,2,474,True,False,1,2025-04-17,FR,US,360,9,13,0.0,8.0,False,True,False,False
pid_01235,seller_1734,Fashion,DigitalPro,226.06,3.4,1771,4,436.0,18.0,1,877,False,True,3,2024-01-07,AU,GB,1611,24,41,4.0,27.0,False,True,False,True
pid_01823,seller_2508,Pharmaceuticals,PremiumCraft,166.07,4.7,5531,6,768.0,1.0,0,1115,False,False,4,2025-09-06,CA,JP,4104,591,174,3.0,4.0,False,True,True,False
pid_03434,seller_5125,Cosmetics,Bi0Med Solutions,363.21,5.0,6760,5,809.0,1.0,0,2752,True,True,6,2025-03-24,IN,GB,3226,295,251,4.0,10.0,True,False,False,True
pid_01216,seller_9590,Electronics,AutoParts Pro,48.98,3.7,3388,1,503.0,8.0,0,4000,False,True,1,2024-12-20,GB,CN,3955,324,72,3.0,4.0,False,False,False,False
pid_00694,seller_9671,Electronics,CarT3ch,5.0,3.4,82,4,336.0,20.0,1,2371,False,True,1,2025-04-09,DE,AU,4935,311,242,0.0,0.0,False,False,False,True
pid_02778,seller_2598,Luxury Goods,ExclusiveItems,248.51,4.5,2184,6,594.0,4.0,0,2360,True,False,3,2024-08-20,CN,CA,201,21,5,3.0,29.0,True,False,False,False
pid_01642,seller_5144,Luxury Goods,Med1Pharm,199.7,3.2,1618,1,271.0,44.0,1,782,True,True,3,2024-07-25,CN,JP,2112,112,75,0.0,14.0,False,False,True,True
pid_00987,seller_9756,Luxury Goods,TechCorp,190.75,3.7,2320,6,901.0,9.0,2,2829,False,False,5,2025-09-08,DE,GB,2125,151,168,4.0,10.0,True,False,False,True
pid_01064,seller_7649,Luxury Goods,HealthCare Plus,5.0,3.5,530,1,360.0,39.0,1,2026,True,False,1,2025-09-09,AU,GB,4739,334,313,3.0,20.0,False,False,False,False
pid_00645,seller_1513,Automotive,Welln3ssLab,141.9,3.4,463,1,264.0,22.0,0,1478,True,True,1,2025-03-11,JP,US,1967,37,120,2.0,10.0,False,False,False,False
pid_01406,seller_8236,Pharmaceuticals,Med1Pharm,250.65,3.6,1958,1,442.0,19.0,0,710,True,True,3,2025-05-25,DE,DE,3311,199,249,3.0,19.0,False,False,False,True
pid_03043,seller_8572,Fashion,CarTech,363.49,3.9,3231,3,531.0,1.0,1,1361,True,True,2,2025-08-11,AU,DE,2917,288,35,2.0,,False,False,False,False
pid_02030,seller_7031,Electronics,Pur3Skin,126.45,3.3,0,2,59.0,26.0,2,1008,True,False,1,2024-12-21,IN,CN,748,15,28,3.0,3.0,True,False,False,True
pid_03335,seller_8321,Pharmaceuticals,CarTech,151.38,4.0,2007,1,471.0,11.0,1,1177,True,False,2,2025-01-13,FR,DE,242,27,11,2.0,2.0,False,False,False,False
pid_00457,seller_6918,Luxury Goods,StyleHouse,209.29,4.5,3278,1,353.0,17.0,0,1796,False,False,3,2025-01-13,GB,IN,3327,460,95,5.0,10.0,False,False,False,False
pid_00280,seller_8333,Automotive,LuxuryBrand,143.99,3.8,2205,3,20.0,29.0,1,5,True,False,1,2025-11-18,IN,IN,640,28,4,1.0,13.0,True,True,False,True
pid_03577,seller_3366,Luxury Goods,BioMed Solutions,31.58,4.5,1492,3,977.0,28.0,1,5,True,True,3,2024-10-27,DE,IN,3327,104,138,1.0,10.0,True,False,False,False
pid_03279,seller_3471,Pharmaceuticals,BeautyLux,156.67,3.3,1639,2,309.0,9.0,1,1455,True,True,4,2025-05-22,CA,JP,3176,59,56,1.0,14.0,False,False,False,False
pid_02196,seller_2305,Luxury Goods,PremiumCraft,142.42,3.6,491,3,472.0,11.0,0,1340,False,True,1,2024-09-06,GB,GB,4354,85,337,1.0,17.0,False,False,False,True
pid_02275,seller_4893,Cosmetics,WellnessLab,80.23,4.1,1908,4,769.0,9.0,2,999,True,True,4,2024-04-26,DE,JP,4525,112,144,0.0,17.0,False,False,False,True
pid_01683,seller_2641,Pharmaceuticals,EliteDesign,140.01,4.6,2525,6,545.0,8.0,0,2289,True,True,4,2024-06-10,JP,CN,319,24,18,0.0,13.0,False,False,False,True
pid_00783,seller_4342,Fashion,BioMed Solutions,154.8,4.9,935,3,616.0,1.0,0,2084,False,True,4,2025-08-22,GB,US,2984,113,96,4.0,13.0,True,False,False,False
pid_00687,seller_1723,Fashion,VehicleCare,119.72,2.8,1629,2,100.0,14.0,2,545,True,False,4,2024-06-17,CN,US,274,11,4,1.0,18.0,False,True,False,True
pid_03919,seller_5385,Pharmaceuticals,VehicleCare,187.24,4.9,6591,7,716.0,3.0,0,2991,True,False,6,2025-06-26,AU,JP,3831,358,185,3.0,23.0,False,False,False,False
pid_02779,seller_6079,Electronics,AutoParts Pro,146.22,4.1,1807,2,521.0,4.0,0,411,False,True,2,2024-06-08,JP,KR,3163,52,30,2.0,4.0,True,False,False,True
pid_04124,seller_3317,Pharmaceuticals,Vehicl3Care,5.0,3.1,598,3,20.0,27.0,3,5,True,False,1,2024-02-20,AU,CN,1169,155,44,0.0,2.0,True,False,False,True
pid_01796,seller_2795,Cosmetics,MediPharm,158.41,4.0,2311,2,151.0,29.0,0,1758,False,False,3,2025-03-15,CN,JP,4648,105,302,0.0,5.0,True,True,False,False
pid_02458,seller_3668,Luxury Goods,CarTech,185.9,3.9,800,4,662.0,1.0,0,3134,True,True,2,2024-11-18,GB,CN,4739,693,332,1.0,13.0,False,False,False,False
pid_02985,seller_2812,Automotive,CircuitMaster,246.83,4.0,2855,5,374.0,1.0,0,865,False,True,5,2025-09-05,AU,CN,390,18,4,4.0,23.0,True,False,False,True
pid_01546,seller_3545,Pharmaceuticals,NaturalG1ow,220.39,4.5,2178,3,528.0,11.0,0,2602,True,True,2,2025-09-04,US,CA,2761,160,45,3.0,24.0,True,False,False,True
pid_03672,seller_9899,Pharmaceuticals,GlamourCo,98.99,4.1,2540,1,459.0,14.0,1,688,True,False,3,2025-02-14,FR,CA,2409,360,87,0.0,18.0,True,False,False,False
pid_03118,seller_1502,Fashion,ExclusiveItems,84.56,3.3,801,3,464.0,36.0,1,949,True,True,1,2024-03-18,JP,GB,1643,112,87,2.0,5.0,True,True,True,True
pid_00988,seller_4833,Fashion,WellnessLab,161.34,4.4,1139,1,109.0,16.0,1,1364,True,False,3,2024-12-25,US,KR,1925,69,36,2.0,8.0,False,False,False,False
pid_01637,seller_9046,Electronics,ClassicWear,213.97,4.5,741,3,745.0,12.0,0,5,True,False,2,2024-07-18,CN,IN,4230,319,336,1.0,13.0,True,False,False,False
pid_03379,seller_8572,Cosmetics,ClassicWear,285.24,4.3,1138,3,468.0,4.0,0,1190,True,False,2,2024-04-07,KR,KR,3577,138,148,3.0,11.0,False,False,False,False
pid_03630,seller_4028,Pharmaceuticals,AutoP@rts Pro,284.74,2.7,130,1,539.0,7.0,1,1836,True,True,3,2024-09-12,CA,DE,4465,212,291,0.0,5.0,False,False,False,True
pid_03414,seller_2787,Pharmaceuticals,CircuitMa5ter,5.0,3.0,0,1,180.0,36.0,0,769,False,False,1,2024-04-24,IN,CN,62,4,4,0.0,8.0,False,True,True,True
pid_01847,seller_8136,Electronics,TrendSetter,230.04,4.4,1888,1,500.0,1.0,0,347,True,False,3,2025-02-12,IN,DE,704,16,22,1.0,17.0,False,False,True,False
pid_00248,seller_7295,Automotive,VehicleCare,51.41,4.5,234,1,20.0,13.0,3,301,False,False,3,2024-09-01,JP,DE,2890,252,38,1.0,15.0,True,False,False,True
pid_01766,seller_2619,Pharmaceuticals,BioMed Solutions,209.06,4.2,2168,2,,21.0,0,2497,True,True,5,2024-02-22,CA,CA,2279,90,172,3.0,18.0,False,False,False,False
pid_04677,seller_8108,Automotive,TrendSetter,226.25,3.6,0,3,392.0,23.0,0,1835,True,False,2,2024-07-31,DE,AU,4847,357,91,1.0,7.0,True,False,False,False
pid_02282,seller_3343,Luxury Goods,AutoParts Pro,286.41,4.2,4591,3,417.0,22.0,0,2811,True,True,4,2024-02-09,IN,IN,491,65,35,5.0,16.0,False,False,True,True
pid_02164,seller_2125,Luxury Goods,D1gitalPro,233.99,3.7,0,1,461.0,15.0,2,1468,False,True,3,2024-05-06,US,JP,3906,562,245,0.0,,False,False,True,True
pid_02627,seller_2334,Cosmetics,Natura1Glow,195.04,3.6,0,1,334.0,21.0,3,1514,True,True,2,2024-01-17,CN,IN,3391,51,63,2.0,12.0,False,False,False,True
pid_02868,seller_4314,Fashion,TechCorp,212.17,4.2,2980,6,1088.0,16.0,0,2962,True,False,3,2025-12-23,JP,CN,2120,115,68,3.0,,True,False,False,False
pid_04521,seller_1435,Cosmetics,VehicleCare,36.09,3.8,548,5,207.0,33.0,2,2122,True,True,3,2025-08-19,CA,IN,1666,127,81,3.0,5.0,False,False,True,True
pid_03417,seller_2652,Cosmetics,PremiumCr@ft,218.98,3.9,0,3,550.0,35.0,1,5,False,False,1,2025-03-13,KR,DE,1422,204,44,0.0,2.0,False,True,False,True
pid_00516,seller_4917,Fashion,CircuitMaster,147.22,4.7,3039,5,855.0,7.0,1,2140,True,False,1,2025-01-04,CN,JP,469,20,21,0.0,10.0,False,False,False,False
pid_01825,seller_2394,Luxury Goods,NaturalGlow,79.25,,3565,1,381.0,30.0,1,3299,True,False,3,2024-04-21,KR,CN,645,13,42,1.0,31.0,False,False,True,True
pid_02963,seller_1723,Automotive,WellnessLab,135.05,4.1,0,2,546.0,18.0,1,107,True,True,1,2025-09-09,FR,GB,4221,487,160,1.0,2.0,False,False,False,True
pid_01351,seller_6633,Cosmetics,TrendSetter,207.17,4.1,2864,4,631.0,1.0,0,4000,False,False,4,2025-01-02,FR,FR,1243,170,60,2.0,9.0,False,False,False,False
pid_03211,seller_4917,Cosmetics,ClassicWear,269.37,3.5,0,4,237.0,11.0,0,5,True,True,3,2025-10-03,JP,FR,1889,127,103,3.0,21.0,False,False,False,True
pid_01513,seller_3549,Electronics,ClassicWear,259.18,5.0,2000,7,634.0,1.0,0,1971,True,True,2,2025-08-19,AU,FR,1047,82,15,1.0,25.0,True,False,False,False
pid_04466,seller_2508,Electronics,MediPharm,194.76,3.9,0,5,724.0,22.0,0,2308,True,True,1,2024-01-14,GB,CA,4557,669,309,1.0,,False,False,False,False
pid_01156,seller_9255,Electronics,Vehicl3Care,332.04,4.2,337,3,545.0,35.0,0,5,False,False,3,2025-05-03,KR,CN,2656,327,63,2.0,8.0,False,False,False,True
pid_01773,seller_3128,Automotive,ElectroMax,166.57,4.0,0,3,522.0,6.0,2,74,True,False,2,2024-01-16,DE,KR,3144,117,20,4.0,0.0,True,False,False,False
pid_04312,seller_7561,Electronics,MediPharm,82.81,3.6,0,5,244.0,36.0,3,323,False,False,1,2025-10-05,GB,FR,2860,205,63,0.0,0.0,False,True,False,False
pid_03749,seller_1851,Automotive,FashionForward,189.54,4.4,5862,9,415.0,28.0,0,1837,True,True,2,2024-05-21,IN,CN,3929,514,174,2.0,31.0,True,False,False,False
pid_04271,seller_3535,Automotive,LuxuryBrand,250.69,4.2,2589,3,278.0,24.0,1,1432,False,True,4,2024-11-20,CN,JP,3030,365,147,1.0,7.0,False,False,False,False
pid_04136,seller_4053,Pharmaceuticals,CarTech,155.99,4.6,2347,2,538.0,1.0,0,1487,True,True,2,2025-11-23,AU,CA,3728,106,95,5.0,22.0,False,False,False,False
pid_00901,seller_2907,Electronics,Glam0urCo,130.22,3.1,0,1,350.0,37.0,2,1203,True,True,3,2024-02-14,IN,CN,2857,60,95,0.0,,True,False,False,True
pid_00867,seller_1229,Electronics,VehicleCare,54.22,4.1,3471,3,524.0,20.0,0,1989,False,False,4,2024-09-14,DE,US,4698,201,289,0.0,7.0,False,False,False,True
pid_03588,seller_7625,Electronics,MediPharm,192.87,4.0,3514,3,314.0,4.0,3,2215,True,True,5,2024-02-24,DE,KR,873,128,67,0.0,30.0,True,False,False,False
pid_01941,seller_9021,Fashion,BioMed Solutions,165.44,4.8,2074,4,399.0,1.0,3,5,True,True,6,2024-09-12,FR,GB,3279,270,199,1.0,9.0,False,False,False,False
pid_01233,seller_4890,Electronics,ExclusiveItems,346.07,4.0,4444,5,302.0,1.0,0,1191,True,True,4,2025-02-12,AU,FR,3233,401,214,0.0,28.0,True,False,False,False
pid_03016,seller_1304,Pharmaceuticals,ExclusiveItems,165.4,3.7,1270,4,513.0,28.0,2,1870,True,True,1,2024-04-24,CN,CN,2308,103,92,0.0,16.0,False,False,False,False
pid_00827,seller_9708,Fashion,MotorMax,158.23,5.0,8045,6,,1.0,1,2279,True,False,4,2024-04-16,US,FR,2126,42,164,3.0,20.0,False,True,False,False
pid_03724,seller_6723,Fashion,PremiumCraft,203.33,4.2,915,7,390.0,1.0,0,1266,True,True,2,2024-05-14,CA,GB,426,38,2,3.0,18.0,True,False,False,False
pid_02740,seller_2300,Fashion,EliteDe5ign,211.12,4.0,4249,6,123.0,41.0,0,1981,True,False,5,2025-07-02,CN,GB,4037,50,314,3.0,10.0,False,False,True,True
pid_02858,seller_1761,Electronics,HealthCare Plus,57.63,4.2,830,5,464.0,6.0,3,372,True,True,2,2025-05-26,AU,CN,4834,65,218,1.0,4.0,True,False,False,False
pid_02027,seller_4916,Automotive,TrendSetter,54.75,3.7,1871,4,415.0,26.0,0,2403,True,False,1,2024-09-01,CA,CN,742,31,5,1.0,0.0,False,False,False,True
pid_00836,seller_6016,Automotive,FashionForward,61.93,4.2,0,4,246.0,41.0,1,5,False,True,3,2024-08-07,FR,IN,633,94,24,1.0,17.0,False,False,False,False
pid_03305,seller_5286,Fashion,PureSkin,227.16,5.0,2457,7,556.0,1.0,1,3462,True,True,4,2024-11-04,US,GB,2769,132,218,1.0,18.0,False,False,False,False
pid_01206,seller_9199,Cosmetics,CircuitMaster,123.09,3.6,3113,1,422.0,1.0,1,1842,True,False,2,2024-04-24,GB,GB,3178,433,235,4.0,11.0,False,False,False,False
pid_00079,seller_4052,Electronics,PremiumCraft,214.51,5.0,4279,8,473.0,7.0,0,4000,True,False,4,2024-02-28,JP,CN,1489,76,22,2.0,26.0,True,False,False,False
pid_03466,seller_1093,Luxury Goods,StyleHouse,163.1,3.3,457,4,338.0,16.0,0,2258,True,True,3,2024-02-22,DE,FR,1051,13,74,2.0,8.0,True,False,False,True
pid_02389,seller_3638,Cosmetics,GlamourCo,15.36,2.9,0,1,330.0,35.0,2,1600,True,True,2,2025-03-26,CA,GB,3380,184,150,3.0,0.0,False,False,False,False
pid_03528,seller_6678,Automotive,ClassicWear,176.59,3.6,1682,5,301.0,,0,3290,False,False,2,2025-07-24,CA,GB,931,20,41,3.0,26.0,False,False,False,False
pid_04033,seller_4150,Automotive,M3diPharm,69.99,3.8,0,1,313.0,24.0,0,2238,True,True,2,2025-04-26,AU,DE,2240,328,42,3.0,,True,False,False,True
pid_04993,seller_1058,Cosmetics,Dig1talPro,52.34,3.5,0,1,256.0,28.0,3,5,True,False,2,2024-12-19,DE,CA,4513,239,172,0.0,0.0,True,False,True,True
pid_00200,seller_7350,Cosmetics,CircuitMaster,183.76,4.6,1813,5,568.0,10.0,0,1530,True,True,5,2024-03-20,KR,AU,4742,69,55,2.0,20.0,False,False,True,False
pid_01078,seller_1337,Electronics,NaturalGlow,196.67,4.8,3464,7,218.0,10.0,0,1462,False,True,3,2025-07-31,CA,AU,169,5,1,4.0,17.0,False,False,False,False
pid_04723,seller_5387,Fashion,StyleHouse,118.64,3.4,7650,5,190.0,1.0,1,2805,True,True,3,2024-12-16,JP,JP,289,32,17,2.0,17.0,False,False,False,False
pid_01571,seller_1447,Electronics,V3hicleCare,170.12,3.5,2489,3,292.0,5.0,0,1745,False,False,2,2024-08-12,US,JP,2117,282,40,4.0,26.0,True,False,False,True
pid_03241,seller_7271,Luxury Goods,MediPharm,171.41,4.7,1994,7,453.0,18.0,0,1675,True,True,1,2024-10-22,GB,IN,2866,347,125,2.0,1.0,True,False,False,False
pid_02017,seller_9595,Automotive,NaturalGlow,251.02,4.3,863,3,309.0,16.0,0,2940,False,True,3,2024-09-01,FR,KR,4930,384,82,3.0,16.0,False,False,False,False
pid_02635,seller_4980,Cosmetics,VehicleCare,245.58,3.6,2278,2,139.0,9.0,2,625,True,False,5,2024-01-30,GB,IN,2259,50,23,0.0,20.0,False,True,False,False
pid_00169,seller_3196,Cosmetics,HealthCare Plus,274.09,3.7,2841,6,506.0,34.0,1,1961,True,True,2,2025-07-11,FR,GB,4000,182,98,3.0,18.0,False,False,False,False
pid_01432,seller_8126,Luxury Goods,BeautyLux,135.89,3.6,399,5,415.0,1.0,1,1312,True,True,4,2025-11-13,JP,FR,3694,398,226,0.0,7.0,False,False,False,False
pid_04843,seller_2382,Electronics,AutoParts Pr0,190.67,4.1,2950,3,384.0,1.0,1,5,True,False,1,2025-09-14,KR,CN,3907,516,239,0.0,6.0,True,True,True,True
pid_02372,seller_3404,Cosmetics,Welln3ssLab,6.38,3.6,637,7,458.0,9.0,0,5,True,False,2,2025-04-05,IN,DE,4563,429,297,2.0,1.0,False,True,False,True
pid_01044,seller_7537,Automotive,NaturalGlow,205.6,4.5,4330,6,194.0,25.0,0,2010,False,True,1,2025-03-24,KR,IN,2042,223,84,4.0,21.0,True,False,False,True
pid_03023,seller_6702,Fashion,WellnessLab,176.41,4.4,1112,4,216.0,19.0,1,1966,True,True,3,2024-08-07,US,FR,3413,367,48,0.0,9.0,True,False,False,False
pid_03582,seller_6986,Fashion,ElectroMax,69.13,4.0,1327,5,395.0,15.0,0,3207,True,True,4,2024-10-24,KR,GB,3407,202,223,5.0,11.0,False,False,False,False
pid_00724,seller_8186,Cosmetics,ExclusiveItems,90.56,4.4,1304,2,713.0,1.0,0,2789,True,True,3,2025-07-31,IN,CN,1103,92,84,3.0,22.0,True,False,False,False
pid_01010,seller_3549,Fashion,PureSkin,273.69,4.4,4377,6,325.0,1.0,0,3028,True,False,4,2024-08-21,CN,KR,806,55,6,2.0,21.0,False,False,False,False
pid_04971,seller_5416,Automotive,ElectroMax,73.19,3.7,1707,4,435.0,22.0,0,1818,False,False,1,2024-11-26,KR,CA,160,15,12,4.0,4.0,True,False,False,False
pid_04510,seller_4267,Electronics,EliteDe5ign,168.39,3.3,1865,4,107.0,30.0,2,2613,True,True,3,2024-07-07,FR,KR,580,74,34,1.0,13.0,False,False,False,True
